time,Q_oil_inlet_uL_s,Q_water_inlet_uL_s
0.0,0.23801999249400288,0.08200799010036565
0.001,0.23801999249400288,0.08200799010036565
0.002,0.23801999249400288,0.08200799010036565
0.003,0.23801999249400288,0.08200799010036565
0.004,0.23801999249400288,0.08200799010036565
0.005,0.23801999249400288,0.08200799010036565
0.006,0.23801999249400288,0.08200799010036565
0.007,0.23801999249400288,0.08200799010036565
0.008,0.23801999249400288,0.08200799010036565
0.009,0.23801999249400288,0.08200799010036565
0.01,0.23801999249400288,0.08200799010036565
0.011,0.23801999249400288,0.08200799010036565
0.012,0.23801999249400288,0.08200799010036565
0.013,0.23801999249400288,0.08200799010036565
0.014,0.23801999249400288,0.08200799010036565
0.015,0.23801999249400288,0.08200799010036565
0.016,0.23801999249400288,0.08200799010036565
0.017,0.23801999249400288,0.08200799010036565
0.018,0.23801999249400288,0.08200799010036565
0.019,0.23801999249400288,0.08200799010036565
0.02,0.23801999249400288,0.08200799010036565
0.021,0.23801999249400288,0.08200799010036565
0.022,0.23801999249400288,0.08200799010036565
0.023,0.23801999249400288,0.08200799010036565
0.024,0.23801999249400288,0.08200799010036565
0.025,0.23801999249400288,0.08200799010036565
0.026,0.23801999249400288,0.08200799010036565
0.027,0.23801999249400288,0.08200799010036565
0.028,0.23801999249400288,0.08200799010036565
0.029,0.23801999249400288,0.08200799010036565
0.03,0.23801999249400288,0.08200799010036565
0.031,0.23801999249400288,0.08200799010036565
0.032,0.23801999249400288,0.08200799010036565
0.033,0.23801999249400288,0.08200799010036565
0.034,0.23801999249400288,0.08200799010036565
0.035,0.23801999249400288,0.08200799010036565
0.036,0.23801999249400288,0.08200799010036565
0.037,0.23801999249400288,0.08200799010036565
0.038,0.23801999249400288,0.08200799010036565
0.039,0.23801999249400288,0.08200799010036565
0.04,0.23801999249400288,0.08200799010036565
0.041,0.23801999249400288,0.08200799010036565
0.042,0.23801999249400288,0.08200799010036565
0.043,0.23801999249400288,0.08200799010036565
0.044,0.23801999249400288,0.08200799010036565
0.045,0.23801999249400288,0.08200799010036565
0.046,0.23801999249400288,0.08200799010036565
0.047,0.23801999249400288,0.08200799010036565
0.048,0.23801999249400288,0.08200799010036565
0.049,0.23801999249400288,0.08200799010036565
0.05,0.23801999249400288,0.08200799010036565
0.051,0.23801999249400288,0.08200799010036565
0.052,0.23801999249400288,0.08200799010036565
0.053,0.23801999249400288,0.08200799010036565
0.054,0.23801999249400288,0.08200799010036565
0.055,0.23801999249400288,0.08200799010036565
0.056,0.23801999249400288,0.08200799010036565
0.057,0.23801999249400288,0.08200799010036565
0.058,0.23801999249400288,0.08200799010036565
0.059,0.23801999249400288,0.08200799010036565
0.06,0.23801999249400288,0.08200799010036565
0.061,0.23801999249400288,0.08200799010036565
0.062,0.23801999249400288,0.08200799010036565
0.063,0.23801999249400288,0.08200799010036565
0.064,0.23801999249400288,0.08200799010036565
0.065,0.23801999249400288,0.08200799010036565
0.066,0.23801999249400288,0.08200799010036565
0.067,0.23801999249400288,0.08200799010036565
0.068,0.23801999249400288,0.08200799010036565
0.069,0.23801999249400288,0.08200799010036565
0.07,0.23801999249400288,0.08200799010036565
0.071,0.23801999249400288,0.08200799010036565
0.072,0.23801999249400288,0.08200799010036565
0.073,0.23801999249400288,0.08200799010036565
0.074,0.23801999249400288,0.08200799010036565
0.075,0.23801999249400288,0.08200799010036565
0.076,0.23801999249400288,0.08200799010036565
0.077,0.23801999249400288,0.08200799010036565
0.078,0.23801999249400288,0.08200799010036565
0.079,0.23801999249400288,0.08200799010036565
0.08,0.23801999249400288,0.08200799010036565
0.081,0.23801999249400288,0.08200799010036565
0.082,0.23801999249400288,0.08200799010036565
0.083,0.23801999249400288,0.08200799010036565
0.084,0.23801999249400288,0.08200799010036565
0.085,0.23801999249400288,0.08200799010036565
0.086,0.23801999249400288,0.08200799010036565
0.087,0.23801999249400288,0.08200799010036565
0.088,0.23801999249400288,0.08200799010036565
0.089,0.23801999249400288,0.08200799010036565
0.09,0.23801999249400288,0.08200799010036565
0.091,0.23801999249400288,0.08200799010036565
0.092,0.23801999249400288,0.08200799010036565
0.093,0.23801999249400288,0.08200799010036565
0.094,0.23801999249400288,0.08200799010036565
0.095,0.23801999249400288,0.08200799010036565
0.096,0.23801999249400288,0.08200799010036565
0.097,0.23801999249400288,0.08200799010036565
0.098,0.23801999249400288,0.08200799010036565
0.099,0.23801999249400288,0.08200799010036565
0.1,0.23801999249400288,0.08200799010036565
0.101,0.23801999249400288,0.08200799010036565
0.102,0.23801999249400288,0.08200799010036565
0.103,0.23801999249400288,0.08200799010036565
0.104,0.23801999249400288,0.08200799010036565
0.105,0.23801999249400288,0.08200799010036565
0.106,0.23801999249400288,0.08200799010036565
0.107,0.23801999249400288,0.08200799010036565
0.108,0.23801999249400288,0.08200799010036565
0.109,0.23801999249400288,0.08200799010036565
0.11,0.23801999249400288,0.08200799010036565
0.111,0.23801999249400288,0.08200799010036565
0.112,0.23801999249400288,0.08200799010036565
0.113,0.23801999249400288,0.08200799010036565
0.114,0.23801999249400288,0.08200799010036565
0.115,0.23801999249400288,0.08200799010036565
0.116,0.23801999249400288,0.08200799010036565
0.117,0.23801999249400288,0.08200799010036565
0.118,0.23801999249400288,0.08200799010036565
0.119,0.23801999249400288,0.08200799010036565
0.12,0.23801999249400288,0.08200799010036565
