time,Q_oil_inlet_uL_s,Q_water_inlet_uL_s
0.0,1.5999998833984188,0.799999999906866
0.005,1.5999998833984188,0.799999999906866
0.01,1.5999998833984188,0.799999999906866
0.015,1.5999998833984188,0.799999999906866
0.02,1.5999998833984188,0.799999999906866
0.025,1.5999998833984188,0.799999999906866
0.03,1.5999998833984188,0.799999999906866
0.035,1.5999998833984188,0.799999999906866
0.04,1.5999998833984188,0.799999999906866
0.045,1.5999998833984188,0.799999999906866
0.05,1.5999998833984188,0.799999999906866
0.055,1.5999998833984188,0.799999999906866
0.06,1.5999998833984188,0.799999999906866
0.065,1.5999998833984188,0.799999999906866
0.07,1.5999998833984188,0.799999999906866
0.075,1.5999998833984188,0.799999999906866
0.08,1.5999998833984188,0.799999999906866
0.085,1.5999998833984188,0.799999999906866
0.09,1.5999998833984188,0.799999999906866
0.095,1.5999998833984188,0.799999999906866
0.1,1.5999998833984188,0.799999999906866
0.105,1.5999998833984188,0.799999999906866
0.11,1.5999998833984188,0.799999999906866
0.115,1.5999998833984188,0.799999999906866
0.12,1.5999998833984188,0.799999999906866
0.125,1.5999998833984188,0.799999999906866
0.13,1.5999998833984188,0.799999999906866
0.135,1.5999998833984188,0.799999999906866
0.14,1.5999998833984188,0.799999999906866
0.145,1.5999998833984188,0.799999999906866
0.15,1.5999998833984188,0.799999999906866
0.155,1.5999998833984188,0.799999999906866
0.16,1.5999998833984188,0.799999999906866
0.165,1.5999998833984188,0.799999999906866
0.17,1.5999998833984188,0.799999999906866
0.175,1.5999998833984188,0.799999999906866
0.18,1.5999998833984188,0.799999999906866
0.185,1.5999998833984188,0.799999999906866
0.19,1.5999998833984188,0.799999999906866
0.195,1.5999998833984188,0.799999999906866
0.2,1.5999998833984188,0.799999999906866
0.205,1.5999998833984188,0.799999999906866
0.21,1.5999998833984188,0.799999999906866
0.215,1.5999998833984188,0.799999999906866
0.22,1.5999998833984188,0.799999999906866
0.225,1.5999998833984188,0.799999999906866
0.23,1.5999998833984188,0.799999999906866
0.235,1.5999998833984188,0.799999999906866
0.24,1.5999998833984188,0.799999999906866
0.245,1.5999998833984188,0.799999999906866
0.25,1.5999998833984188,0.799999999906866
0.255,1.5999998833984188,0.799999999906866
0.26,1.5999998833984188,0.799999999906866
0.265,1.5999998833984188,0.799999999906866
0.27,1.5999998833984188,0.799999999906866
0.275,1.5999998833984188,0.799999999906866
0.28,1.5999998833984188,0.799999999906866
0.285,1.5999998833984188,0.799999999906866
0.29,1.5999998833984188,0.799999999906866
0.295,1.5999998833984188,0.799999999906866
0.3,1.5999998833984188,0.799999999906866
