name,sigma_N_m,theta0_deg,P_cont_Pa,P_disp_Pa,P_cont_cmH2O,P_disp_cmH2O,U_oil_m_s,U_water_m_s,end_time_s,regime,n_droplets,L_um,L_over_w,speed_mm_s,f_Hz,slug_w_um,slug_w_over_w,period_ms,Ca_measured,entry_pressure_Pa,max_detection_um,detach_um
s30_t120,0.03,120.0,,,,,0.019834,0.005791,0.6,plugs,4,1040.0000028312206,1.3000000035390258,27.001001685995917,6.896551724137931,760.000002628658,0.9500000032858225,145.00000000000003,0.043201602697593475,75.0,1680.0,2909.8
s30_t160,0.03,160.0,,,,,0.019834,0.005791,0.6,plugs,5,1079.9998417496681,1.3499998021870852,33.36960904482541,9.090909090909092,760.000002628658,0.9500000032858225,110.0,0.05339137447172066,75.0,1640.0,2870.8
