name,sigma_N_m,theta0_deg,P_cont_Pa,P_disp_Pa,P_cont_cmH2O,P_disp_cmH2O,U_oil_m_s,U_water_m_s,end_time_s,regime,n_droplets,L_um,L_over_w,speed_mm_s,f_Hz,slug_w_um,slug_w_over_w,period_ms,Ca_measured,entry_pressure_Pa,max_detection_um,detach_um
s5_t160,0.005,160.0,980.0,490.0,9.99,4.99,,,0.6,thread,3,3960.0000018253922,4.95000000228174,3.578061914501174,19.999999999999993,239.99999393709004,0.29999999242136255,50.000000000000014,0.034349394379211265,12.5,3960.0,151.8
s8_t160,0.008,160.0,980.0,490.0,9.99,4.99,,,0.6,marginal,6,869.9999307282269,1.0874999134102836,24.95031806516028,12.500000000000002,450.00000682193786,0.5625000085274223,79.99999999999999,0.14970190839096167,20.0,3880.0,3101.0
s12_t160,0.012,160.0,980.0,490.0,9.99,4.99,,,0.6,marginal,6,860.0000292062759,1.075000036507845,32.22094123829467,11.111111111111114,600.0000066705979,0.7500000083382474,89.99999999999997,0.1288837649531787,30.0,2880.0,3099.7
s20_t160,0.02,160.0,980.0,490.0,9.99,4.99,,,0.6,plugs,4,1120.000088121742,1.4000001101521775,29.845366114504507,7.142857142857142,680.0000192015432,0.850000024001929,140.0,0.07162887867481081,50.0,2240.0,2870.0
s30_t160,0.03,160.0,980.0,490.0,9.99,4.99,,,0.6,plugs,3,1239.999895915389,1.5499998698942363,28.642385402623926,5.633802816901409,680.0000192015432,0.850000024001929,177.5,0.045827816644198285,75.0,1920.0,2685.5
s40_t160,0.04,160.0,980.0,490.0,9.99,4.99,,,0.6,marginal,3,1240.0001287460327,1.550000160932541,21.187644032932216,5.0,680.0000192015432,0.850000024001929,200.0,0.02542517283951866,100.0,1920.0,2517.2
