time,Q_oil_inlet_uL_s,Q_water_inlet_uL_s
0.0,0.0,0.0
0.005,3.2525450456566216,0.9060817644621634
0.01,3.244996024346138,0.9001784323396658
0.015,3.2338752655167586,0.8960794212668981
0.02,3.219998447547505,0.8910606219350222
0.025,3.2036131606805585,0.8874966514952484
0.03,3.1824648853256496,0.8820518279575359
0.035,3.1664461036887124,0.8795537979177316
0.04,3.1574705346269516,0.8833057313340479
0.045,3.1505560345555517,0.8868316734401345
0.05,3.1463703654777926,0.8924527181284245
0.055,3.145223188420399,0.8991024790903718
0.06,3.148679143916012,0.9070190483556319
0.065,3.1526547625042234,0.9139788129429282
0.07,3.1584632164477884,0.9179931848846318
0.075,3.16353808250975,0.9101635189676643
0.08,3.238782765459181,0.8935514707686839
0.085,3.2497664932145427,0.8975677484331411
0.09,3.2411340494637004,0.8902467498567009
0.095,3.231317879832655,0.8847876804141984
0.1,3.220749089808149,0.8811824647536451
0.105,3.2112599969357785,0.8792414401151721
0.11,3.1983878115186952,0.8778504168364165
0.115,3.1860502685835934,0.8747925198648963
0.12,3.163303214135987,0.8690123010324595
0.125,3.1518069125198074,0.8693064505061902
0.13,3.1395471573689044,0.8700132121458676
0.135,3.129038497255804,0.8727165209619594
0.14,3.1260712216090667,0.8777897100296199
0.145,3.1267862873501295,0.8852001752552483
0.15,3.1306907528898438,0.8936867432584735
0.155,3.134965195637929,0.9001807273218676
0.16,3.1400236368931465,0.9029371136949392
0.165,3.1459128998324033,0.8944397273332785
0.17,3.2269431261921855,0.8824737108442451
0.175,3.2307515463055383,0.8824679869355426
0.18,3.223978510407083,0.8771700886903536
0.185,3.3468159184501576,0.9714251323364128
0.19,3.3214759278660813,0.9587893689376304
0.195,3.3508871279926145,0.9847667399913655
0.2,3.202392263854651,0.891609366067116
0.205,3.178457314924983,0.8749356308045158
0.21,3.1591044432083213,0.8680355304136
0.215,3.1494858108192765,0.872871731716867
0.22,3.139019350795376,0.87436476774407
0.225,3.1329177835634785,0.8774026075844471
0.23,3.1313448654318026,0.8842478724538203
0.235,3.1329932467677386,0.8919926301570575
0.24,3.134546689079333,0.8980528125465589
0.245,3.1390410692355837,0.9036312101118995
0.25,3.1425108902650316,0.9019713986586385
0.255,3.1423586041286513,0.8804863366355398
0.26,3.233613336634107,0.8848657920425833
0.265,3.227029277259335,0.8793700954406738
0.27,3.220785456092262,0.8759905433775016
0.275,3.3409359575558755,0.9704453228581881
0.28,3.322767802647999,0.962141384130104
0.285,3.347968735609486,0.986538691645167
0.29,3.1916081222507358,0.8804507270815513
0.295,3.1680120480747105,0.8691662298239755
0.3,3.1536936938028473,0.8678664616963483
