time,Q_oil_inlet_uL_s,Q_water_inlet_uL_s
0.0,0.0,0.0
0.01,12.963800974404391,3.534826770135945
0.02,12.914539092052236,3.5625752259203036
0.03,12.82998012919729,3.545307881465077
0.04,12.731229091971723,3.518517982357878
0.05,12.612696197224086,3.5080270904262765
0.06,12.43852308244873,3.4589286048771686
0.07,12.313726305841444,3.4353162298716673
0.08,12.242807269740675,3.4586433393717746
0.09,12.172375293001474,3.4782419400547337
0.1,12.140655102098988,3.5267981414728675
0.11,12.127594800703635,3.581198696046753
0.12,12.116746561740218,3.6351989447152517
0.13,12.14728534389664,3.6867201189159955
0.14,12.187162758155656,3.713428120823743
0.15,12.221232191606026,3.6958882631599352
0.16,12.433069316893208,3.5014293284653415
0.17,12.97207722825833,3.6385406180209174
0.18,12.906773217869363,3.5672047154311137
0.19,12.835550987841708,3.4798678331109
0.2,12.774768645366372,3.4586613397905306
0.21,12.698695059259,3.44670297995023
0.22,12.615937065632894,3.4280109655837014
0.23,13.53761941337842,4.10287778738148
0.24,13.347858194008445,4.177823686767621
0.25,13.308632064795251,4.228717942622534
0.26,12.834680179321925,4.043090240073151
0.27,12.11272029785628,3.5001174351031765
0.28,12.08577682313334,3.5371319164695354
0.29,12.092077004210337,3.605898022854033
0.3,12.102380516302771,3.647714846456188
0.31,12.144554229298949,3.6915958972737846
0.32,12.204076589212391,3.700516444490131
0.33,12.22102281538094,3.6310094507000215
0.34,12.941521205431394,3.6189715868368384
0.35,12.927753620469316,3.597818848482949
0.36,12.854294636783743,3.495195639852782
0.37,12.780865932235391,3.447756194086728
0.38,12.73456514900324,3.452684782454408
0.39,12.67260916126816,3.4538809294271653
0.4,13.08736822577691,3.6998182890090776
0.41,13.496279047837218,4.2366784987938555
0.42,13.33074987301987,4.2149462914020015
0.43,13.092844164713624,4.145738628583084
0.44,12.153604792179141,3.5200913040930772
0.45,12.1007807574744,3.5205723166828977
0.46,12.085833447537768,3.5816439422441575
0.47,12.092231186530947,3.6372760477703467
0.48,12.13949895081578,3.689754948477617
0.49,12.178071112785947,3.700917822707175
0.5,12.219138772194427,3.6691646441671795
0.51,12.755764822096266,3.5310044435870296
0.52,12.961727850388298,3.6263229781098976
0.53,12.899611928498011,3.556897882357458
0.54,12.82557738744956,3.4634247026450886
0.55,12.78204056096227,3.464318652634438
0.56,12.73446617548292,3.4754649589763806
0.57,12.590598192643464,3.4339927682918834
0.58,13.464431541483938,4.1761362748827
0.59,13.338278148174082,4.191085602288364
0.6,13.143296232582571,4.158909821235236
