name,P_cont_nominal,P_disp_nominal,P_cont,P_disp,repeat,status,frequency_Hz,n_detections,n_free,L_um,w_um,d_eq_um,L_over_w,polydispersity,v_drop_mm_s
pc10k_pd2.4k,10000.0,2400.0,10000.0,2400.0,0,ok,16.666666666666668,63,42,210.507248993963,131.24999713909347,182.60054402582836,1.4033816599597533,0.1166765731829128,20.727296957214982
pc10k_pd3k,10000.0,3000.0,10000.0,3000.0,0,ok,16.666666666666668,64,26,385.9299176838249,117.18750465661287,181.58520335487722,2.572866117892166,0.13237627357609505,15.266082620652995
pc10k_pd3.6k,10000.0,3600.0,10000.0,3600.0,0,ok,16.666666666666668,54,14,298.2185687869787,126.56250328291208,188.07211071646623,1.9881237919131916,0.15730432925732765,16.237739189908307
pc13k_pd2.4k,13000.0,2400.0,13000.0,2400.0,0,ok,16.666666666666668,65,38,185.4468137025833,128.90624702777131,166.93719855995926,1.2363120913505554,0.11305878293351061,25.57423445786592
pc13k_pd3k,13000.0,3000.0,13000.0,3000.0,0,ok,33.333333333333336,64,30,335.80916351638734,107.65625302155968,170.04957131573488,2.2387277567759156,0.1325006925988434,19.295816140301874
pc13k_pd3.6k,13000.0,3600.0,13000.0,3600.0,0,ok,16.666666666666668,65,25,355.8574535418302,112.50000352447387,176.07777518557353,2.372383023612201,0.13920246509528555,22.150886992940002
pc16k_pd2.4k,16000.0,2400.0,16000.0,2400.0,0,ok,16.666666666666668,59,34,165.39852367714047,126.56249691644916,154.81839176803112,1.1026568245142698,0.09227648796736167,30.30611382799313
pc16k_pd3k,16000.0,3000.0,16000.0,3000.0,0,ok,33.333333333333336,76,54,180.43477030005306,112.50000352447387,153.21668123449535,1.2028984686670203,0.14385485635236184,33.30987912368911
pc16k_pd3.6k,16000.0,3600.0,16000.0,3600.0,0,ok,33.333333333333336,69,29,345.8333376329392,102.6562531478703,166.9848676668045,2.305555584219595,0.11002496576217143,25.12673002258494
