time_s,vtk_index,droplet_in_frame,x_min_um,x_max_um,x_centroid_um,L_um,w_um,V_nL,n_cells,V1_nL,c1,V2_nL,c2,V3_nL,c3,dye_closure_err,dye_outside_frac,core_bias_strict,asym_strict
0.47,47019,0,4133.3334520459175,5329.999839887023,4734.591919370644,1196.6663878411055,676.9230749341659,494.0917554520512,351,128.9009917895216,0.2608847250883358,147.9615517881099,0.2994616893632194,217.2292118744197,0.43965358554844486,0.17170397488548528,0.20814024900263844,-0.05340649802539743,-0.19794081740412062
0.4725,47269,0,4251.851700246334,5449.999822303653,4813.6251744817355,1198.1481220573187,676.9230749341659,499.20544422941305,351,131.21693855110942,0.2628515775777634,148.51357095393055,0.29749990243632074,219.4749347243731,0.43964851998591586,0.17224450421605111,0.20236703086532212,-0.054657178207042245,-0.19964829310283888
0.475,47519,0,4311.111057177186,5509.999813511968,4892.688708534329,1198.8887563347816,676.9230749341659,493.8274032665858,351,129.73589299132135,0.26271505415280744,147.01791875344264,0.2977111391165084,217.07359152182184,0.4395738067306842,0.17861166264137665,0.20909539693762738,-0.05509276353666043,-0.19955621280901675
0.4775,47769,0,4370.370414108038,5569.999804720283,4971.791386012612,1199.6293906122446,676.9230749341659,486.97173208598826,351,127.60364961206173,0.2620350242209332,144.25951498011204,0.29623796511177997,215.10856749381452,0.44172701066728687,0.18291306154069106,0.21794042638540823,-0.0562076550908841,-0.19428053642597543
0.48,48019,0,4489.999962970614,5689.999787136912,5051.293156229323,1199.999824166298,676.9230749341659,487.1080615191646,338,127.96619940008817,0.26270597739851514,144.21292196417826,0.2960594031525886,214.92894015489816,0.4412346194488963,0.18248719027270446,0.20762376187671075,-0.058688250613076864,-0.1956296929033855
0.4825,48269,0,4549.999954178929,5749.999778345227,5131.3675204845895,1199.999824166298,676.9230749341659,486.1567660445596,338,128.20072345408784,0.2637024359388168,143.7352104170876,0.2956560937874786,214.2208321733841,0.4406414702737045,0.18789307168695066,0.20737279553130583,-0.05952634409568408,-0.19439971260681327
0.485,48519,0,4609.999945387244,5810.000002384186,5211.462844667232,1200.0000569969416,676.9230749341659,480.1903826905557,338,126.60274270789812,0.26365114186279626,141.27307176522746,0.29420220991028606,212.31456821743018,0.4421466482269178,0.19331330407873443,0.21513359720365022,-0.0602372739702382,-0.1905679095323246
0.4875,48769,0,4729.999927803874,5930.000217631459,5292.542784849235,1200.0002898275852,676.9230749341659,480.66997139770115,351,127.43523998680644,0.2651200357206585,141.36312595104192,0.2940960208934699,211.87160545985273,0.4407839433858714,0.19448709630208547,0.2304867445737233,-0.06228522366545003,-0.19000511374396872
0.49,49019,0,4789.999919012189,5990.000208839774,5373.293850656248,1200.0002898275852,738.4615382761694,484.0483960261319,351,128.80846490528637,0.26610658347958355,142.4992640588963,0.29439053042787755,212.74066706194918,0.43950288609253885,0.19896448247927545,0.22394653454261443,-0.06294567276350133,-0.18773582180652076
0.4925,49269,0,4849.999910220504,6050.000200048089,5454.201767990301,1200.0002898275852,738.4615382761694,475.9480247201228,351,126.41049114955972,0.2655972597509872,139.6243796827519,0.2933605613025852,209.9131538878112,0.4410421789464277,0.2041000167287573,0.2356826584156473,-0.06434538337294154,-0.18695822632358905
0.495,49519,0,4969.999892637134,6170.000182464719,5535.517509133848,1200.0002898275852,738.4615382761694,478.7541247593936,351,127.9039361777549,0.2671599670123684,140.66613830817315,0.29381707860766193,210.18405027346563,0.43902295437996974,0.20621984269040686,0.23428953481858678,-0.06437082198130056,-0.18368469464933318
0.4975,49769,0,5029.9998838454485,6230.000173673034,5615.999444174575,1200.0002898275852,738.4615382761694,477.12172524528205,351,127.70184655452412,0.2676504543759232,140.10520099226022,0.2936466599173072,209.31467769849763,0.43870288570676946,0.21085036108527777,0.23615411996548438,-0.06437478116609663,-0.18077990463976595
